Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
1625169,2115,1/19/2020 4:47 PM,On Account,,,,,,,,,,,,,,,,,,
1625171,2205,1/19/2020 4:49 PM,,,,,,,,Loan Return,,,4745.0,Axe,,,,,tus,,
1625171,2205,1/19/2020 4:49 PM,,,,,,,,Loan Return,,,363.0,Air Compressor,,,,,tus,,
1625171,2205,1/19/2020 4:49 PM,,,,,,,,Loan Return,,,438.0,Tiller,,,,,tus,,
1625171,2205,1/19/2020 4:49 PM,,,,,,,,Loan Return,,,3950.0,Mattock,,,,,tus,,
1625171,2205,1/19/2020 4:49 PM,,,,,,,,Loan Return,,,1846.0,Power Planer,,,,,tus,,
1625172,2717,1/19/2020 4:51 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,coh,,
1625173,1402,1/19/2020 4:51 PM,,,,,,,,Loan Return,,,319.0,"Hand Truck, Convertible",,,,,tus,,
1625176,2717,1/19/2020 4:53 PM,,,,,2.0,2.00,2.00,Membership Fee,,2.0,,,regular,,,,tus,,
1625176,2717,1/19/2020 4:53 PM,Cash,2.00,,,2.0,2.00,2.00,,,,,,,,,,,,
1625178,2717,1/19/2020 4:54 PM,,,,,,,,Check Out,,,259.0,"Drill, Cordless",,,,,tus,,
1625178,2717,1/19/2020 4:54 PM,,,,,,,,Check Out,,,6480.0,Drill Bit Set,,,,,tus,,
1625179,2597,1/19/2020 4:55 PM,,,,,,,,Loan Return,,,7038.0,Heat Gun,,,,,tus,,
1625184,1228,1/19/2020 5:11 PM,,,,,,,,Check Out,,,7531.0,"Drill, Cordless",,,,,tus,,
1625185,2284,1/19/2020 5:20 PM,,,,,1.4,1.40,,Late Fee,0.7,0.7,5068.0,"Drill Press, Manual",,,,,tus,,
1625185,2284,1/19/2020 5:20 PM,,,,,1.4,1.40,,Late Fee,0.7,0.7,7443.0,Random Orbit Sander,,,,,tus,,
1625185,2284,1/19/2020 5:20 PM,,,,,1.4,1.40,,Check Out (Renewal),,,5068.0,"Drill Press, Manual",,,,,tus,,Renewal
1625185,2284,1/19/2020 5:20 PM,On Account,,,1.40,1.4,1.40,,,,,,,,,,,,,
1625186,2284,1/19/2020 5:22 PM,,,,,,,,Check Out,,,4829.0,"Clamp, Bar",,,,,tus,,
1625186,2284,1/19/2020 5:22 PM,,,,,,,,Check Out,,,278.0,Bar Clamp,,,,,tus,,
1625186,2284,1/19/2020 5:22 PM,On Account,,,,,,,,,,,,,,,,,,
1625187,2705,1/19/2020 5:23 PM,,,,,,,,Check Out,,,5625.0,Staple Gun,,,,,Nei,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6033.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6700.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6717.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6718.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6881.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6466.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,,,,,,,,Check Out,,,6942.0,"Clamp, Bar",,,,,tus,,
1625194,1366,1/19/2020 5:29 PM,On Account,,,,,,,,,,,,,,,,,,
1625199,2694,1/19/2020 5:38 PM,,,,,,,,Loan Return,,,671.0,Truing Stand,,,,,tus,,
1625207,2013,1/19/2020 6:01 PM,,,,,,,,Loan Return,,,7375.0,Hand Truck,,,,,tus,,
1625208,2589,1/19/2020 6:06 PM,,,,,,,,Loan Return,,,331.0,"Screwdriver Set, Narrow",,,,,tus,,
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Late Fee,2.8,2.8,7344.0,Multimeter,,,,,Nei,,
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Late Fee,2.8,2.8,5274.0,"Screwdriver, Phillips",,,,,Nei,,
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Late Fee,2.8,2.8,5367.0,"Screwdriver, Phillips",,,,,Nei,,
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Late Fee,2.8,2.8,7192.0,Circuit Tester,,,,,Nei,,
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Check Out (Renewal),,,5367.0,"Screwdriver, Phillips",,,,,Nei,,Renewal
1625211,1291,1/19/2020 6:37 PM,,,,,11.2,(11.30),,Check Out (Renewal),,,7344.0,Multimeter,,,,,Nei,,Renewal
1625211,1291,1/19/2020 6:37 PM,On Account,,,(11.30),11.2,(11.30),,,,,,,,,,,,,
1625211,1291,1/19/2020 6:37 PM,Discount,,22.50,,11.2,(11.30),,,,,,,,,,,,Did not get accounted for when renewing items,
1625213,1291,1/19/2020 6:40 PM,,,,,,,,Check Out,,,7627.0,Switching Power Supply,,,,,Nei,,
1625213,1291,1/19/2020 6:40 PM,On Account,,,,,,,,,,,,,,,,,,
1625220,1860,1/19/2020 7:05 PM,,,,,,,,Membership Change,,,,,regular,,,,Nei,,
1625220,1860,1/19/2020 7:05 PM,,,,,,,,Check Out,,,5677.0,Square,,,,,Nei,,
1625220,1860,1/19/2020 7:05 PM,,,,,,,,Check Out,,,212.0,Level,,,,,Nei,,
1625220,1860,1/19/2020 7:05 PM,,,,,,,,Check Out,,,6907.0,"Clamp, Quick Grip",,,,,Nei,,
1625220,1860,1/19/2020 7:05 PM,,,,,,,,Check Out,,,6910.0,"Clamp, Quick Grip",,,,,Nei,,
1625503,2718,1/20/2020 8:26 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Ire,,
1625614,558,1/20/2020 11:05 AM,,,,,,,,Check Out,,,7192.0,Circuit Tester,,,,,Dat,,
1625614,558,1/20/2020 11:05 AM,On Account,,,,,,,,,,,,,,,,,,
1625617,558,1/20/2020 11:05 AM,,,,,,,,Loan Return,,,7192.0,Circuit Tester,,,,,Dat,,
1625617,558,1/20/2020 11:05 AM,On Account,,,,,,,,,,,,,,,,,,
1625664,2686,1/20/2020 12:36 PM,,,,,0.2,0.20,0.20,Late Fee,0.2,0.2,5647.0,Staple Gun,,,,,Gin,,
1625664,2686,1/20/2020 12:36 PM,Cash,0.20,,,0.2,0.20,0.20,,,,,,,,,,,,
1625678,2640,1/20/2020 12:58 PM,,,,,,,,Check Out,,,7479.0,Stud Finder,,,,,Gin,,
1625689,2719,1/20/2020 1:28 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jay,,
1625784,894,1/20/2020 6:15 PM,,,,,,,,Check Out,,,5027.0,Ladder,,,,,Sir,,
1625785,2717,1/20/2020 6:22 PM,,,,,,,,Loan Return,,,6480.0,Drill Bit Set,,,,,Sir,,
1625785,2717,1/20/2020 6:22 PM,,,,,,,,Loan Return,,,259.0,"Drill, Cordless",,,,,Sir,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,7364.0,Allen Wrench Set,,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,7422.0,"Drill, Corded",,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,6139.0,"Screwdriver, Flat",,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,142.0,"Screwdriver, Phillips, #2",,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,7478.0,"Tape Measure, 35ft",,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,6844.0,Stud Finder,,,,,Pan,,
1625786,2677,1/20/2020 6:30 PM,,,,,,,,Loan Return,,,5864.0,Drill Bit Set,,,,,Pan,,
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Loan Return,,,347.0,Staple Gun,,,,,Sir,,
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Loan Return,,,7598.0,Air Compressor,,,,,Sir,,
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Check Out,,,4214.0,"Socket Set, SAE",,,,,Sir,,
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Check Out,,,7141.0,Socket Wrench,,,,,Sir,,
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Check Out (Renewal),,,7598.0,Air Compressor,,,,,Sir,,Renewal
1625794,2191,1/20/2020 7:20 PM,,,,,,,,Check Out (Renewal),,,347.0,Staple Gun,,,,,Sir,,Renewal
1625794,2191,1/20/2020 7:20 PM,On Account,,,,,,,,,,,,,,,,,,
1625795,1478,1/20/2020 7:24 PM,,,,,0.4,0.20,,Late Fee,0.1,0.1,5040.0,C-clamp,,,,,Sir,,
1625795,1478,1/20/2020 7:24 PM,,,,,0.4,0.20,,Late Fee,0.1,0.1,7529.0,C-clamp,,,,,Sir,,
1625795,1478,1/20/2020 7:24 PM,,,,,0.4,0.20,,Late Fee,0.1,0.1,4811.0,Level,,,,,Sir,,
1625795,1478,1/20/2020 7:24 PM,,,,,0.4,0.20,,Late Fee,0.1,0.1,5614.0,Jigsaw,,,,,Sir,,
1625795,1478,1/20/2020 7:24 PM,On Account,,,0.20,0.4,0.20,,,,,,,,,,,,,
1625795,1478,1/20/2020 7:24 PM,Discount,,0.20,,0.4,0.20,,,,,,,,,,,,,
1625799,2720,1/20/2020 7:39 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Kar,,
1625802,2720,1/20/2020 7:45 PM,,,,,,,,Membership Change,,,,,regular,,,,Sir,,
1625802,2720,1/20/2020 7:45 PM,,,,,,,,Check Out,,,3739.0,Power Sander,,,,,Sir,,
1625806,2706,1/20/2020 7:54 PM,,,,,,,,Loan Return,,,4556.0,"Drill, Corded",,,,,Sir,,
1625918,2698,1/21/2020 2:23 AM,,,,,,,,Loan Return,,,6796.0,Snow Shovel,,,,,MGe,,
1625918,2698,1/21/2020 2:23 AM,,,,,,,,Check Out (Renewal),,,6796.0,Snow Shovel,,,,,MGe,,Renewal
1628294,1712,1/21/2020 10:56 AM,,,,,0.7,0.20,,Late Fee,0.7,0.7,148.0,"Sanding Block, Handled, Small",,,,,Gin,,
1628294,1712,1/21/2020 10:56 AM,On Account,,,0.20,0.7,0.20,,,,,,,,,,,,,
1628294,1712,1/21/2020 10:56 AM,Discount,,0.50,,0.7,0.20,,,,,,,,,,,,,
1628529,221,1/21/2020 1:52 PM,,,,,0.1,0.10,,Late Fee,0.1,0.1,7538.0,"Screwdriver, Phillips, Narrow",,,,,Bil,,
1628529,221,1/21/2020 1:52 PM,,,,,0.1,0.10,,Check Out (Renewal),,,7538.0,"Screwdriver, Phillips, Narrow",,,,,Bil,,Renewal
1628529,221,1/21/2020 1:52 PM,On Account,,,0.10,0.1,0.10,,,,,,,,,,,,,
1628786,2711,1/21/2020 6:06 PM,,,,,,,,Loan Return,,,7104.0,Drywall Screwgun,,,,,Dat,,
1628786,2711,1/21/2020 6:06 PM,,,,,,,,Loan Return,,,7428.0,Level,,,,,Dat,,
1628786,2711,1/21/2020 6:06 PM,,,,,,,,Loan Return,,,69.0,Bit Set,,,,,Dat,,
1628790,2708,1/21/2020 6:14 PM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Dat,,
1628790,2708,1/21/2020 6:14 PM,,,,,,,,Loan Return,,,3725.0,"Socket Wrench Set, Metric",,,,,Dat,,
1628793,761,1/21/2020 6:16 PM,,,,,,,,Check Out,,,663.0,"Saw, Miter",,,,,Dat,,
1628793,761,1/21/2020 6:16 PM,,,,,,,,Check Out,,,4811.0,Level,,,,,Dat,,
1628793,761,1/21/2020 6:16 PM,,,,,,,,Check Out,,,5074.0,Power Sander With Vacuum Bag,,,,,Dat,,
1628793,761,1/21/2020 6:16 PM,,,,,,,,Check Out,,,96.0,Level,,,,,Dat,,
1628796,2721,1/21/2020 6:17 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,blo,,
1628803,1974,1/21/2020 6:29 PM,,,,,0.8,0.80,2.20,Late Fee,0.8,0.8,6775.0,Soldering Iron,,,,,Dat,,
1628803,1974,1/21/2020 6:29 PM,On Account,,,(1.40),0.8,0.80,2.20,,,,,,,,,,,,
1628803,1974,1/21/2020 6:29 PM,Cash,5.00,,,0.8,0.80,2.20,,,,,,,,,,,,
1628803,1974,1/21/2020 6:29 PM,Cash,(2.80),,,0.8,0.80,2.20,,,,,,,,,,,,
1628807,1366,1/21/2020 6:40 PM,,,,,,,,Loan Return,,,6717.0,"Clamp, Bar",,,,,Dat,,
1628807,1366,1/21/2020 6:40 PM,,,,,,,,Loan Return,,,6718.0,"Clamp, Bar",,,,,Dat,,
1628807,1366,1/21/2020 6:40 PM,,,,,,,,Loan Return,,,6466.0,"Clamp, Bar",,,,,Dat,,
1628807,1366,1/21/2020 6:40 PM,On Account,,,,,,,,,,,,,,,,,,
1628814,2722,1/21/2020 6:48 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,and,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Loan Return,,,6942.0,"Clamp, Bar",,,,,Dat,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Loan Return,,,6033.0,"Clamp, Bar",,,,,Dat,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Loan Return,,,6700.0,"Clamp, Bar",,,,,Dat,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Loan Return,,,6881.0,"Clamp, Bar",,,,,Dat,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Check Out (Renewal),,,6942.0,"Clamp, Bar",,,,,Dat,,Renewal
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Check Out,,,4853.0,"Plane, Hand",,,,,Dat,,
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Check Out (Renewal),,,6033.0,"Clamp, Bar",,,,,Dat,,Renewal
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Check Out (Renewal),,,6700.0,"Clamp, Bar",,,,,Dat,,Renewal
1628816,1366,1/21/2020 6:51 PM,,,,,,,,Check Out (Renewal),,,6881.0,"Clamp, Bar",,,,,Dat,,Renewal
1628816,1366,1/21/2020 6:51 PM,On Account,,,,,,,,,,,,,,,,,,
1628828,2600,1/21/2020 7:09 PM,,,,,1.7,1.70,,Late Fee,1.7,1.7,4331.0,"Drill, Corded, 3/8in",,,,,Dat,,
1628828,2600,1/21/2020 7:09 PM,,,,,1.7,1.70,,Check Out (Renewal),,,4331.0,"Drill, Corded, 3/8in",,,,,Dat,,Renewal
1628828,2600,1/21/2020 7:09 PM,On Account,,,1.70,1.7,1.70,,,,,,,,,,,,,
1628831,2487,1/21/2020 7:17 PM,,,,,0.8,0.80,1.00,Late Fee,0.8,0.8,287.0,"Wrench, Pedal",,,,,Dat,,
1628831,2487,1/21/2020 7:17 PM,Cash,1.00,,,0.8,0.80,1.00,,,,,,,,,,,,
1628831,2487,1/21/2020 7:17 PM,On Account,,,(0.20),0.8,0.80,1.00,,,,,,,,,,,,
1628845,2636,1/21/2020 7:36 PM,,,,,3.0,3.00,3.00,Late Fee,3.0,3.0,3823.0,"Drill, Corded",,,,,Dat,,
1628845,2636,1/21/2020 7:36 PM,Cash,3.00,,,3.0,3.00,3.00,,,,,,,,,,,,
1628849,2699,1/21/2020 7:41 PM,,,,,,,,Loan Return,,,7379.0,Power Sander,,,,,Dat,,
1628849,2699,1/21/2020 7:41 PM,,,,,,,,Check Out (Renewal),,,7379.0,Power Sander,,,,,Dat,,Renewal
1628849,2699,1/21/2020 7:41 PM,,,,,,,,Check Out,,,3823.0,"Drill, Corded",,,,,Dat,,
1628852,2698,1/21/2020 7:45 PM,,,,,,,,Loan Return,,,6796.0,Snow Shovel,,,,,Dat,,
1628868,2723,1/21/2020 8:16 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jei,,
1628873,2715,1/21/2020 8:30 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Dat,,
1628874,2715,1/21/2020 8:31 PM,,,,,,,,Membership Change,,,,,regular,,,,Dat,,
1628874,2715,1/21/2020 8:31 PM,,,,,,,,Check Out,,,4843.0,Staple Gun,,,,,Dat,,
1628874,2715,1/21/2020 8:31 PM,,,,,,,,Check Out,,,6480.0,Drill Bit Set,,,,,Dat,,
1628875,2715,1/21/2020 8:34 PM,,,,,20.0,,,Other,,20.0,,,,,,,Dat,,
1628875,2715,1/21/2020 8:34 PM,Discount,,20.00,,20.0,,,,,,,,,,,,,,
1628876,2573,1/21/2020 8:36 PM,,,,,,,,Check Out,,,7249.0,"Level, Laser",,,,,Dat,,
1628888,1343,1/21/2020 8:57 PM,,,,,18.3,8.70,9.00,Late Fee,6.1,6.1,6638.0,Squeegee,,,,,Dat,,
1628888,1343,1/21/2020 8:57 PM,,,,,18.3,8.70,9.00,Late Fee,6.1,6.1,355.0,Window Washer,,,,,Dat,,
1628888,1343,1/21/2020 8:57 PM,,,,,18.3,8.70,9.00,Late Fee,6.1,6.1,6053.0,Floor Pump,,,,,Dat,,
1628888,1343,1/21/2020 8:57 PM,On Account,,,(0.30),18.3,8.70,9.00,,,,,,,,,,,,
1628888,1343,1/21/2020 8:57 PM,Cash,9.00,,,18.3,8.70,9.00,,,,,,,,,,,,
1628888,1343,1/21/2020 8:57 PM,Discount,,9.60,,18.3,8.70,9.00,,,,,,,,,,,,
1631796,2724,1/24/2020 12:01 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ewi,,
1632053,2725,1/24/2020 3:12 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jas,,
1632840,2511,1/25/2020 9:10 AM,,,,,,0.05,,Check Out,,,6690.0,Circular Saw,,,,,Gin,,
1632840,2511,1/25/2020 9:10 AM,On Account,,,0.05,,0.05,,,,,,,,,,,,,
1632840,2511,1/25/2020 9:10 AM,Discount,,(0.05),,,0.05,,,,,,,,,,,,,
1632882,2725,1/25/2020 9:34 AM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,regular,,,,Gin,,
1632882,2725,1/25/2020 9:34 AM,Cash,5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
1632885,2725,1/25/2020 9:34 AM,,,,,,,,Check Out,,,69.0,Bit Set,,,,,Gin,,
1632885,2725,1/25/2020 9:34 AM,,,,,,,,Check Out,,,4556.0,"Drill, Corded",,,,,Gin,,
1632956,2705,1/25/2020 9:59 AM,,,,,,,,Loan Return,,,5625.0,Staple Gun,,,,,Gin,,
1632961,2705,1/25/2020 10:01 AM,,,,,,,,Check Out,,,4684.0,Radial Chain,,,,,Gin,,
1633000,747,1/25/2020 10:12 AM,,,,,0.4,,,Late Fee,0.4,0.4,4765.0,Projector,,,,,Gin,,
1633000,747,1/25/2020 10:12 AM,,,,,0.4,,,Check Out (Renewal),,,4765.0,Projector,,,,,Gin,,Renewal
1633000,747,1/25/2020 10:12 AM,Discount,,0.40,,0.4,,,,,,,,,,,,,,
1633006,747,1/25/2020 10:15 AM,,,,,,,,Loan Return,,,4765.0,Projector,,,,,Gin,,
1633006,747,1/25/2020 10:15 AM,,,,,,,,Check Out (Renewal),,,4765.0,Projector,,,,,Gin,,Renewal
1633008,2254,1/25/2020 10:16 AM,,,,,,,,Check Out,,,2490.0,"Socket Wrench Set, SAE",,,,,Gin,,
1633008,2254,1/25/2020 10:16 AM,,,,,,,,Check Out,,,432.0,Socket Accessories,,,,,Gin,,
1633009,39,1/25/2020 10:17 AM,,,,,,,,Check Out,,,5759.0,Pocket Hole Jig,,,,,Gin,,
1633047,244,1/25/2020 10:36 AM,,,,,,,,Loan Return,,,4770.0,Hand Truck,,,,,Gin,,
1633096,2726,1/25/2020 10:49 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1633103,2726,1/25/2020 10:51 AM,,,,,,,,Check Out,,,4034.0,Steam Cleaner,,,,,Gin,,
1633215,1653,1/25/2020 11:40 AM,,,,,,,,Check Out,,,7356.0,Lanchez Sub Utility Pump,,,,,Gin,,
1633215,1653,1/25/2020 11:40 AM,On Account,,,,,,,,,,,,,,,,,,
1633227,2707,1/25/2020 11:42 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1633229,2707,1/25/2020 11:43 AM,,,,,,,,Check Out,,,4288.0,Laser Level,,,,,Gin,,
1633253,1020,1/25/2020 11:51 AM,,,,,2.6,2.60,2.60,Late Fee,1.3,1.3,6490.0,"Hand Truck, Convertible",,,,,Gin,,
1633253,1020,1/25/2020 11:51 AM,,,,,2.6,2.60,2.60,Late Fee,1.3,1.3,6841.0,Push Broom,,,,,Gin,,
1633253,1020,1/25/2020 11:51 AM,Cash,2.60,,,2.6,2.60,2.60,,,,,,,,,,,,
1633257,971,1/25/2020 11:53 AM,,,,,,,,Loan Return,,,4673.0,"Clamp, Quick Grip",,,,,Gin,,
1633257,971,1/25/2020 11:53 AM,,,,,,,,Loan Return,,,5243.0,"Saw, Key Hole",,,,,Gin,,
1633257,971,1/25/2020 11:53 AM,,,,,,,,Loan Return,,,6113.0,"Clamp, Quick Grip",,,,,Gin,,
1633272,2412,1/25/2020 11:57 AM,,,,,,,,Check Out,,,7386.0,"Drill, Corded",,,,,Gin,,
1633272,2412,1/25/2020 11:57 AM,,,,,,,,Check Out,,,748.0,"Screwdriver, Multibit",,,,,Gin,,
1633272,2412,1/25/2020 11:57 AM,,,,,,,,Check Out,,,103.0,Stud Finder,,,,,Gin,,
1633272,2412,1/25/2020 11:57 AM,,,,,,,,Check Out,,,7428.0,Level,,,,,Gin,,
1633272,2412,1/25/2020 11:57 AM,,,,,,,,Check Out,,,4646.0,"Hammer, Claw",,,,,Gin,,
1633291,1228,1/25/2020 12:02 PM,,,,,,,,Loan Return,,,7531.0,"Drill, Cordless",,,,,Gin,,
1633738,2727,1/25/2020 8:54 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pcv,,
1634091,51,1/26/2020 12:15 PM,,,,,0.1,,,Late Fee,0.1,0.1,7634.0,Samsung Large Monitor,,,,,Gin,,
1634091,51,1/26/2020 12:15 PM,,,,,0.1,,,Check Out (Renewal),,,7634.0,Samsung Large Monitor,,,,,Gin,,Renewal
1634091,51,1/26/2020 12:15 PM,Discount,,0.10,,0.1,,,,,,,,,,,,,,
1634412,2712,1/26/2020 4:06 PM,,,,,0.2,0.20,,Late Fee,0.1,0.1,7490.0,Drill Bit Kit,,,,,tus,,
1634412,2712,1/26/2020 4:06 PM,,,,,0.2,0.20,,Late Fee,0.1,0.1,4612.0,"Drill, Corded",,,,,tus,,
1634412,2712,1/26/2020 4:06 PM,On Account,,,0.20,0.2,0.20,,,,,,,,,,,,,
1634418,2716,1/26/2020 4:10 PM,,,,,,,,Loan Return,,,7345.0,Multimeter,,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,138.0,"Screwdriver, Flat",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,595.0,"Tubing Cutter, 1/8in to 1-1/18in",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,4779.0,"Drill, Corded",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,7310.0,"Drill, Corded",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out,,,7655.0,"Scraper, Multitool",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out,,,6902.0,Jigsaw,,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out,,,7101.0,"Saw, Coping",,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out,,,7120.0,Taping Knife,,,,,tus,,
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out (Renewal),,,595.0,"Tubing Cutter, 1/8in to 1-1/18in",,,,,tus,,Renewal
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out (Renewal),,,138.0,"Screwdriver, Flat",,,,,tus,,Renewal
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out (Renewal),,,4779.0,"Drill, Corded",,,,,tus,,Renewal
1634429,759,1/26/2020 4:17 PM,,,,,0.4,0.40,,Check Out (Renewal),,,7310.0,"Drill, Corded",,,,,tus,,Renewal
1634429,759,1/26/2020 4:17 PM,On Account,,,0.40,0.4,0.40,,,,,,,,,,,,,
1634430,2725,1/26/2020 4:17 PM,,,,,,,,Loan Return,,,4556.0,"Drill, Corded",,,,,tus,,
1634430,2725,1/26/2020 4:17 PM,,,,,,,,Loan Return,,,69.0,Bit Set,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Loan Return,,,96.0,Level,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Loan Return,,,4811.0,Level,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Loan Return,,,663.0,"Saw, Miter",,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Loan Return,,,5074.0,Power Sander With Vacuum Bag,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out,,,4557.0,Square,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out,,,4781.0,Rake,,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out,,,4321.0,"Sanding Block, Handled",,,,,tus,,
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out (Renewal),,,5074.0,Power Sander With Vacuum Bag,,,,,tus,,Renewal
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out (Renewal),,,663.0,"Saw, Miter",,,,,tus,,Renewal
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out (Renewal),,,4811.0,Level,,,,,tus,,Renewal
1634438,761,1/26/2020 4:28 PM,,,,,,,,Check Out (Renewal),,,96.0,Level,,,,,tus,,Renewal
1634441,946,1/26/2020 4:33 PM,,,,,0.7,,,Late Fee,0.7,0.7,7246.0,Drill Bit Set,,,,,tus,,
1634441,946,1/26/2020 4:33 PM,Discount,,0.70,,0.7,,,,,,,,,,,,,Membership renewal,
1634442,946,1/26/2020 4:34 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,tus,,
1634442,946,1/26/2020 4:34 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1634449,1081,1/26/2020 4:38 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
1634449,1081,1/26/2020 4:38 PM,,,,,,,,Check Out,,,6939.0,C-clamp,,,,,tus,,
1634451,847,1/26/2020 4:42 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,tus,,
1634451,847,1/26/2020 4:42 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1634462,942,1/26/2020 4:53 PM,,,,,2.8,,,Late Fee,1.4,1.4,5110.0,Auger,,,,,tus,,
1634462,942,1/26/2020 4:53 PM,,,,,2.8,,,Late Fee,1.4,1.4,4638.0,Auger,,,,,tus,,
