Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
294664,229,7/20/2016 7:02 PM,,,,,,,,Check Out (Renewal),,,4834.0,"Saw, Miter",,,,,the,self-renewal,Renewal
294664,229,7/20/2016 7:02 PM,Cash,,,,,,,,,,,,,,,,,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Membership Fee,,10.0,,,regular,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4719.0,Tape Measure,,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,3977.0,"Screwdriver, Phillips",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,3782.0,"Screwdriver, Phillips",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4555.0,Nut Driver,,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4703.0,"Hammer, Claw",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4954.0,"Screwdriver, Flat",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4953.0,"Screwdriver, Flat",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,,,,,10.0,10.0,10.0,Check Out,,,4952.0,"Screwdriver, Flat",,,,,Bil,,
294665,235,7/20/2016 7:03 PM,Cash,10.00,,,10.0,10.0,10.0,,,,,,,,,,,,
294666,195,7/20/2016 7:05 PM,,,,,,,,Loan Return,,,3729.0,Iron,,,,,Bil,,
294666,195,7/20/2016 7:05 PM,Cash,,,,,,,,,,,,,,,,,,
294679,161,7/20/2016 8:13 PM,,,,,14.2,14.2,14.2,Late Fee,2.4,2.4,155.0,"Screwdriver, Torx, T15",,,,,Gue,,
294679,161,7/20/2016 8:13 PM,,,,,14.2,14.2,14.2,Late Fee,2.4,2.4,4138.0,Tire Iron,,,,,Gue,,
294679,161,7/20/2016 8:13 PM,,,,,14.2,14.2,14.2,Late Fee,2.4,2.4,673.0,"Mallet, Rubber",,,,,Gue,,
294679,161,7/20/2016 8:13 PM,,,,,14.2,14.2,14.2,Other,,7.0,,,,,,,Gue,,
294679,161,7/20/2016 8:13 PM,Cash,14.20,,,14.2,14.2,14.2,,,,,,,,,,,,
295177,246,7/21/2016 4:42 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Jst,,
295177,246,7/21/2016 4:42 PM,Cash,,,,,,,,,,,,,,,,,,
295588,247,7/22/2016 1:18 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,mga,,
295588,247,7/22/2016 1:18 PM,Cash,,,,,,,,,,,,,,,,,,
296098,210,7/23/2016 9:13 AM,,,,,,,,Loan Return,,,4344.0,Edger Space,,,,,Gin,,
296098,210,7/23/2016 9:13 AM,,,,,,,,Loan Return,,,4777.0,"Lawn Edger, Rotary",,,,,Gin,,
296098,210,7/23/2016 9:13 AM,Cash,,,,,,,,,,,,,,,,,,
296125,231,7/23/2016 9:21 AM,,,,,,,,Loan Return,,,4524.0,Bit Set,,,,,Gin,,
296125,231,7/23/2016 9:21 AM,,,,,,,,Loan Return,,,3823.0,"Drill, Corded",,,,,Gin,,
296125,231,7/23/2016 9:21 AM,Cash,,,,,,,,,,,,,,,,,,
296145,149,7/23/2016 9:31 AM,,,,,,,,Check Out,,,4620.0,Chain Tool,,,,,Gin,,
296145,149,7/23/2016 9:31 AM,Cash,,,,,,,,,,,,,,,,,,
296270,239,7/23/2016 10:31 AM,,,,,,,,Loan Return,,,3721.0,Tile Saw,,,,,bla,,
296270,239,7/23/2016 10:31 AM,,,,,,,,Check Out (Renewal),,,3721.0,Tile Saw,,,,,bla,self-renewal,Renewal
296270,239,7/23/2016 10:31 AM,Cash,,,,,,,,,,,,,,,,,,
296284,243,7/23/2016 10:41 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
296284,243,7/23/2016 10:41 AM,Cash,,,,,,,,,,,,,,,,,,
296294,242,7/23/2016 10:44 AM,,,,,,,,Loan Return,,,4946.0,T-square,,,,,Gin,,
296294,242,7/23/2016 10:44 AM,,,,,,,,Loan Return,,,4291.0,Stud Finder,,,,,Gin,,
296294,242,7/23/2016 10:44 AM,,,,,,,,Loan Return,,,4546.0,Level,,,,,Gin,,
296294,242,7/23/2016 10:44 AM,Cash,,,,,,,,,,,,,,,,,,
296308,226,7/23/2016 10:50 AM,,,,,,,,Loan Return,,,34.0,Power Sander,,,,,Gin,,
296308,226,7/23/2016 10:50 AM,,,,,,,,Loan Return,,,4486.0,Hammer,,,,,Gin,,
296308,226,7/23/2016 10:50 AM,,,,,,,,Loan Return,,,4853.0,"Plane, Hand",,,,,Gin,,
296308,226,7/23/2016 10:50 AM,Cash,,,,,,,,,,,,,,,,,,
296309,226,7/23/2016 10:51 AM,,,,,,,,Loan Return,,,4849.0,"Clamp, Bar",,,,,Gin,,
296309,226,7/23/2016 10:51 AM,,,,,,,,Loan Return,,,4852.0,"Clamp, Bar",,,,,Gin,,
296309,226,7/23/2016 10:51 AM,,,,,,,,Check Out (Renewal),,,4849.0,"Clamp, Bar",,,,,Gin,,Renewal
296309,226,7/23/2016 10:51 AM,,,,,,,,Check Out (Renewal),,,4852.0,"Clamp, Bar",,,,,Gin,,Renewal
296309,226,7/23/2016 10:51 AM,Cash,,,,,,,,,,,,,,,,,,
296314,243,7/23/2016 10:53 AM,,,,,,,,Check Out,,,4546.0,Level,,,,,Gin,,
296314,243,7/23/2016 10:53 AM,,,,,,,,Check Out,,,3819.0,"Drill, Cordless",,,,,Gin,,
296314,243,7/23/2016 10:53 AM,Cash,,,,,,,,,,,,,,,,,,
296378,248,7/23/2016 11:30 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
296378,248,7/23/2016 11:30 AM,Cash,,,,,,,,,,,,,,,,,,
296419,247,7/23/2016 11:46 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
296419,247,7/23/2016 11:46 AM,Cash,,,,,,,,,,,,,,,,,,
296429,195,7/23/2016 11:50 AM,,,,,,,,Check Out,,,4989.0,"Clamp, Corner",,,,,Gin,,
296429,195,7/23/2016 11:50 AM,,,,,,,,Check Out,,,4676.0,"Clamp, Quick Grip",,,,,Gin,,
296429,195,7/23/2016 11:50 AM,,,,,,,,Check Out,,,4362.0,Hack Saw,,,,,Gin,,
296429,195,7/23/2016 11:50 AM,Cash,,,,,,,,,,,,,,,,,,
296444,247,7/23/2016 11:58 AM,,,,,,,,Check Out,,,4990.0,Yard Trimmer/Weed Whacker,,,,,Gin,,
296444,247,7/23/2016 11:58 AM,,,,,,,,Check Out,,,4991.0,Extension Cord,,,,,Gin,,
296444,247,7/23/2016 11:58 AM,Cash,,,,,,,,,,,,,,,,,,
296490,237,7/23/2016 12:30 PM,,,,,,,,Loan Return,,,4320.0,"Power Sander, Flexible",,,,,Gin,,
296490,237,7/23/2016 12:30 PM,,,,,,,,Loan Return,,,4347.0,Power Sander,,,,,Gin,,
296490,237,7/23/2016 12:30 PM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Gin,,
296490,237,7/23/2016 12:30 PM,,,,,,,,Loan Return,,,4405.0,Extension Cord,,,,,Gin,,
296490,237,7/23/2016 12:30 PM,,,,,,,,Check Out (Renewal),,,4405.0,Extension Cord,,,,,Gin,,Renewal
296490,237,7/23/2016 12:30 PM,,,,,,,,Check Out (Renewal),,,4543.0,Stud Finder,,,,,Gin,,Renewal
296490,237,7/23/2016 12:30 PM,,,,,,,,Check Out (Renewal),,,4347.0,Power Sander,,,,,Gin,,Renewal
296490,237,7/23/2016 12:30 PM,,,,,,,,Check Out (Renewal),,,4320.0,"Power Sander, Flexible",,,,,Gin,,Renewal
296490,237,7/23/2016 12:30 PM,Cash,,,,,,,,,,,,,,,,,,
297207,149,7/24/2016 4:36 PM,,,,,,,,Loan Return,,,4620.0,Chain Tool,,,,,tus,,
297207,149,7/24/2016 4:36 PM,Cash,,,,,,,,,,,,,,,,,,
297214,241,7/24/2016 4:44 PM,,,,,,,,Loan Return,,,4830.0,Weed Whacker,,,,,tus,,
297214,241,7/24/2016 4:44 PM,,,,,,,,Loan Return,,,4941.0,Extension Cord,,,,,tus,,
297214,241,7/24/2016 4:44 PM,,,,,,,,Loan Return,,,4942.0,Extension Cord,,,,,tus,,
297214,241,7/24/2016 4:44 PM,Cash,,,,,,,,,,,,,,,,,,
297222,238,7/24/2016 4:54 PM,,,,,0.1,0.1,0.1,Late Fee,0.1,0.1,208.0,Fruit Picker,,,,,tus,,
297222,238,7/24/2016 4:54 PM,,,,,0.1,0.1,0.1,Check Out (Renewal),,,208.0,Fruit Picker,,,,,tus,,Renewal
297222,238,7/24/2016 4:54 PM,Cash,0.10,,,0.1,0.1,0.1,,,,,,,,,,,,
297223,221,7/24/2016 4:54 PM,,,,,0.1,0.1,0.1,Late Fee,0.1,0.1,401.0,Power Sander,,,,,tus,,
297223,221,7/24/2016 4:54 PM,,,,,0.1,0.1,0.1,Loan Return,,,202.0,Extension Cord,,,,,tus,,
297223,221,7/24/2016 4:54 PM,Cash,0.10,,,0.1,0.1,0.1,,,,,,,,,,,,
297231,221,7/24/2016 5:08 PM,,,,,,,,Check Out,,,202.0,Extension Cord,,,,,tus,,
297231,221,7/24/2016 5:08 PM,,,,,,,,Check Out,,,4853.0,"Plane, Hand",,,,,tus,,
297231,221,7/24/2016 5:08 PM,,,,,,,,Check Out,,,4627.0,"Sander, Belt",,,,,tus,,
297231,221,7/24/2016 5:08 PM,Cash,,,,,,,,,,,,,,,,,,
297234,244,7/24/2016 5:37 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
297234,244,7/24/2016 5:37 PM,Cash,,,,,,,,,,,,,,,,,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,400.0,House Jack,,,,,tus,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,398.0,House Jack,,,,,tus,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,4556.0,"Drill, Corded",,,,,tus,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,404.0,Jigsaw,,,,,tus,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,4596.0,"Saw Horse, Folding",,,,,tus,,
297241,198,7/24/2016 5:55 PM,,,,,,,,Loan Return,,,4597.0,"Saw Horse, Folding",,,,,tus,,
297241,198,7/24/2016 5:55 PM,Cash,,,,,,,,,,,,,,,,,,
297519,249,7/25/2016 10:29 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Bet,,
297519,249,7/25/2016 10:29 AM,Cash,,,,,,,,,,,,,,,,,,
297563,250,7/25/2016 11:15 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Sch,,
297563,250,7/25/2016 11:15 AM,Cash,,,,,,,,,,,,,,,,,,
297941,251,7/26/2016 9:56 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ala,,
297941,251,7/26/2016 9:56 AM,Cash,,,,,,,,,,,,,,,,,,
298958,247,7/27/2016 6:47 PM,,,,,,,,Loan Return,,,4990.0,Yard Trimmer/Weed Whacker,,,,,Gin,,
298958,247,7/27/2016 6:47 PM,,,,,,,,Loan Return,,,4991.0,Extension Cord,,,,,Gin,,
298958,247,7/27/2016 6:47 PM,Cash,,,,,,,,,,,,,,,,,,
298960,218,7/27/2016 6:49 PM,,,,,,,,Late Fee,1.4,,4808.0,Pressure Washer,,,,,Gin,,
298960,218,7/27/2016 6:49 PM,Cash,,,,,,,,,,,,,,,,,,
298971,239,7/27/2016 7:02 PM,,,,,,,,Loan Return,,,3721.0,Tile Saw,,,,,Gin,,
298971,239,7/27/2016 7:02 PM,Cash,,,,,,,,,,,,,,,,,,
299975,229,7/29/2016 3:45 PM,,,,,,,,Late Fee,0.2,,4834.0,"Saw, Miter",,,,,Gin,,
299975,229,7/29/2016 3:45 PM,,,,,,,,Check Out (Renewal),,,4834.0,"Saw, Miter",,,,,Gin,,Renewal
299975,229,7/29/2016 3:45 PM,Cash,,,,,,,,,,,,,,,,,,
300019,252,7/29/2016 5:53 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ale,,
300019,252,7/29/2016 5:53 PM,Cash,,,,,,,,,,,,,,,,,,
300030,4,7/29/2016 8:05 PM,,,,,,,,Check Out,,,4770.0,Hand Truck,,,,,psh,,
300030,4,7/29/2016 8:05 PM,Cash,,,,,,,,,,,,,,,,,,
300504,253,7/30/2016 9:47 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
300504,253,7/30/2016 9:47 AM,Cash,,,,,,,,,,,,,,,,,,
300524,253,7/30/2016 9:54 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
300524,253,7/30/2016 9:54 AM,Cash,,,,,,,,,,,,,,,,,,
300529,253,7/30/2016 9:55 AM,,,,,50.0,50.0,50.0,Membership Fee,,50.0,,,regular,,,,Gin,,
300529,253,7/30/2016 9:55 AM,External Credit/Debit,50.00,,,50.0,50.0,50.0,,,,,,,,,,,,
300647,195,7/30/2016 11:01 AM,,,,,,,,Loan Return,,,4989.0,"Clamp, Corner",,,,,Gin,,
300647,195,7/30/2016 11:01 AM,,,,,,,,Loan Return,,,4676.0,"Clamp, Quick Grip",,,,,Gin,,
300647,195,7/30/2016 11:01 AM,,,,,,,,Loan Return,,,4362.0,Hack Saw,,,,,Gin,,
300647,195,7/30/2016 11:01 AM,Cash,,,,,,,,,,,,,,,,,,
300665,116,7/30/2016 11:09 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
300665,116,7/30/2016 11:09 AM,,,,,,,,Check Out,,,4994.0,Chain Repair Kit,,,,,Gin,,
300665,116,7/30/2016 11:09 AM,,,,,,,,Check Out,,,39.0,Random Orbit Sander With Vaccuum Bag,,,,,Gin,,
300665,116,7/30/2016 11:09 AM,Cash,,,,,,,,,,,,,,,,,,
300676,253,7/30/2016 11:15 AM,,,,,,,,Check Out,,,3852.0,"Clamp, Corner",,,,,Gin,,
300676,253,7/30/2016 11:15 AM,,,,,,,,Check Out,,,3860.0,"Clamp, Corner",,,,,Gin,,
300676,253,7/30/2016 11:15 AM,,,,,,,,Check Out,,,3850.0,"Clamp, Corner",,,,,Gin,,
300676,253,7/30/2016 11:15 AM,,,,,,,,Check Out,,,4039.0,"Clamp, Corner",,,,,Gin,,
300676,253,7/30/2016 11:15 AM,Cash,,,,,,,,,,,,,,,,,,
300688,237,7/30/2016 11:19 AM,,,,,,,,Loan Return,,,4405.0,Extension Cord,,,,,Gin,,
300688,237,7/30/2016 11:19 AM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Gin,,
300688,237,7/30/2016 11:19 AM,,,,,,,,Loan Return,,,4347.0,Power Sander,,,,,Gin,,
300688,237,7/30/2016 11:19 AM,,,,,,,,Loan Return,,,4320.0,"Power Sander, Flexible",,,,,Gin,,
300688,237,7/30/2016 11:19 AM,,,,,,,,Check Out (Renewal),,,4405.0,Extension Cord,,,,,Gin,,Renewal
300688,237,7/30/2016 11:19 AM,,,,,,,,Check Out (Renewal),,,4543.0,Stud Finder,,,,,Gin,,Renewal
300688,237,7/30/2016 11:19 AM,Cash,,,,,,,,,,,,,,,,,,
300699,237,7/30/2016 11:27 AM,,,,,,,,Check Out,,,670.0,"Drill, Corded, 1/2in",,,,,Gin,,
300699,237,7/30/2016 11:27 AM,,,,,,,,Check Out,,,4935.0,Drill Bit & Screwdriver Set,,,,,Gin,,
300699,237,7/30/2016 11:27 AM,Cash,,,,,,,,,,,,,,,,,,
300754,116,7/30/2016 11:48 AM,,,,,,,,Loan Return,,,39.0,Random Orbit Sander With Vaccuum Bag,,,,,Gin,,
300754,116,7/30/2016 11:48 AM,,,,,,,,Check Out,,,4840.0,Power Sander,,,,,Gin,,
300754,116,7/30/2016 11:48 AM,Cash,,,,,,,,,,,,,,,,,,
301470,243,7/31/2016 11:47 AM,,,,,,,,Late Fee,0.1,,4546.0,Level,,,,,Gin,,
301470,243,7/31/2016 11:47 AM,,,,,,,,Loan Return,,,3819.0,"Drill, Cordless",,,,,Gin,,
301470,243,7/31/2016 11:47 AM,,,,,,,,Check Out (Renewal),,,3819.0,"Drill, Cordless",,,,,Gin,,Renewal
301470,243,7/31/2016 11:47 AM,,,,,,,,Check Out (Renewal),,,4546.0,Level,,,,,Gin,,Renewal
301470,243,7/31/2016 11:47 AM,Cash,,,,,,,,,,,,,,,,,,
301642,254,7/31/2016 2:15 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,bqu,,
301642,254,7/31/2016 2:15 PM,Cash,,,,,,,,,,,,,,,,,,
301778,251,7/31/2016 4:13 PM,,,,,5.0,5.0,5.0,Membership Fee,,5.0,,,regular,,,,Gin,,
301778,251,7/31/2016 4:13 PM,External Credit/Debit,5.00,,,5.0,5.0,5.0,,,,,,,,,,,,
301786,251,7/31/2016 4:20 PM,,,,,,,,Check Out,,,4996.0,Bit Set,,,,,Gin,,
301786,251,7/31/2016 4:20 PM,,,,,,,,Check Out,,,4995.0,Hammer,,,,,Gin,,
301786,251,7/31/2016 4:20 PM,,,,,,,,Check Out,,,4406.0,"Wrench, Pipe",,,,,Gin,,
301786,251,7/31/2016 4:20 PM,,,,,,,,Check Out,,,4919.0,"Screwdriver, Phillips",,,,,Gin,,
301786,251,7/31/2016 4:20 PM,,,,,,,,Check Out,,,4917.0,"Screwdriver, Phillips",,,,,Gin,,
301786,251,7/31/2016 4:20 PM,Cash,,,,,,,,,,,,,,,,,,
301806,171,7/31/2016 4:43 PM,,,,,5.0,5.0,5.0,Late Fee,2.8,5.0,4810.0,"Drill, Cordless",,,,,Gin,,
301806,171,7/31/2016 4:43 PM,PayPal (external),5.00,,,5.0,5.0,5.0,,,,,,,,,,,,
301809,241,7/31/2016 4:45 PM,,,,,,,,Check Out,,,4830.0,Weed Whacker,,,,,Gin,,
301809,241,7/31/2016 4:45 PM,,,,,,,,Check Out,,,4941.0,Extension Cord,,,,,Gin,,
301809,241,7/31/2016 4:45 PM,,,,,,,,Check Out,,,4942.0,Extension Cord,,,,,Gin,,
301809,241,7/31/2016 4:45 PM,Cash,,,,,,,,,,,,,,,,,,
301840,195,7/31/2016 5:26 PM,,,,,,,,Check Out,,,4997.0,Circular Saw,,,,,Gin,,
301840,195,7/31/2016 5:26 PM,,,,,,,,Check Out,,,37.0,Scroll Saw,,,,,Gin,,
301840,195,7/31/2016 5:26 PM,,,,,,,,Check Out,,,4829.0,"Clamp, Bar",,,,,Gin,,
301840,195,7/31/2016 5:26 PM,,,,,,,,Check Out,,,4676.0,"Clamp, Quick Grip",,,,,Gin,,
301840,195,7/31/2016 5:26 PM,Cash,,,,,,,,,,,,,,,,,,
301844,123,7/31/2016 5:37 PM,,,,,,,,Check Out,,,4998.0,"Drill, Cordless",,,,,Gin,,
301844,123,7/31/2016 5:37 PM,,,,,,,,Check Out,,,4679.0,Ryobi Battery Charger,,,,,Gin,,
301844,123,7/31/2016 5:37 PM,,,,,,,,Check Out,,,4681.0,18V Battery Ryobi BATT_A,,,,,Gin,,
301844,123,7/31/2016 5:37 PM,,,,,,,,Check Out,,,4682.0,18V Battery Ryobi BATT_A,,,,,Gin,,
301844,123,7/31/2016 5:37 PM,Cash,,,,,,,,,,,,,,,,,,
301847,255,7/31/2016 5:46 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
301847,255,7/31/2016 5:46 PM,Cash,,,,,,,,,,,,,,,,,,
301848,255,7/31/2016 5:47 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
301848,255,7/31/2016 5:47 PM,Cash,,,,,,,,,,,,,,,,,,
301852,255,7/31/2016 5:56 PM,,,,,,,,Check Out,,,4999.0,Oscilloscope,,,,,Gin,,
301852,255,7/31/2016 5:56 PM,Cash,,,,,,,,,,,,,,,,,,
301861,214,7/31/2016 6:38 PM,,,,,40.0,40.0,40.0,Membership Fee,,40.0,,,regular,,,,Gin,,
301861,214,7/31/2016 6:38 PM,External Credit/Debit,40.00,,,40.0,40.0,40.0,,,,,,,,,,,,
301864,128,7/31/2016 7:16 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
301864,128,7/31/2016 7:16 PM,Cash,,,,,,,,,,,,,,,,,,
301865,128,7/31/2016 7:17 PM,,,,,,,,Check Out,,,4993.0,"Saw Horse, Folding",,,,,Gin,,
301865,128,7/31/2016 7:17 PM,,,,,,,,Check Out,,,5000.0,"Saw Horse, Folding",,,,,Gin,,
301865,128,7/31/2016 7:17 PM,Cash,,,,,,,,,,,,,,,,,,
302401,147,8/2/2016 10:48 AM,,,,,,,,Loan Return,,,1.0,Dehydrator,,,,,Gin,,
302401,147,8/2/2016 10:48 AM,Cash,,,,,,,,,,,,,,,,,,
302660,255,8/2/2016 6:41 PM,,,,,,,,Loan Return,,,4999.0,Oscilloscope,,,,,Gin,,
302660,255,8/2/2016 6:41 PM,Cash,,,,,,,,,,,,,,,,,,
303012,256,8/3/2016 12:51 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Fla,,
303012,256,8/3/2016 12:51 PM,Cash,,,,,,,,,,,,,,,,,,
303299,257,8/3/2016 6:40 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,dav,,
303299,257,8/3/2016 6:40 PM,Cash,,,,,,,,,,,,,,,,,,
303318,257,8/3/2016 6:56 PM,,,,,,,,Membership Change,,,,,regular,,,,Bil,,
303318,257,8/3/2016 6:56 PM,,,,,,,,Check Out,,,5001.0,Rotary Hammer Drill,,,,,Bil,,
303318,257,8/3/2016 6:56 PM,Cash,,,,,,,,,,,,,,,,,,
303324,123,8/3/2016 7:08 PM,,,,,,,,Loan Return,,,4998.0,"Drill, Cordless",,,,,Bil,,
303324,123,8/3/2016 7:08 PM,,,,,,,,Loan Return,,,4679.0,Ryobi Battery Charger,,,,,Bil,,
303324,123,8/3/2016 7:08 PM,,,,,,,,Loan Return,,,4681.0,18V Battery Ryobi BATT_A,,,,,Bil,,
303324,123,8/3/2016 7:08 PM,,,,,,,,Loan Return,,,4682.0,18V Battery Ryobi BATT_A,,,,,Bil,,
303324,123,8/3/2016 7:08 PM,Cash,,,,,,,,,,,,,,,,,,
303498,229,8/4/2016 10:23 AM,,,,,,,,Loan Return,,,4834.0,"Saw, Miter",,,,,Gin,,
303498,229,8/4/2016 10:23 AM,,,,,,,,Check Out (Renewal),,,4834.0,"Saw, Miter",,,,,Gin,,Renewal
303498,229,8/4/2016 10:23 AM,Cash,,,,,,,,,,,,,,,,,,
304762,237,8/6/2016 9:18 AM,,,,,,,,Loan Return,,,4405.0,Extension Cord,,,,,Gin,,
304762,237,8/6/2016 9:18 AM,,,,,,,,Loan Return,,,4543.0,Stud Finder,,,,,Gin,,
304762,237,8/6/2016 9:18 AM,,,,,,,,Loan Return,,,670.0,"Drill, Corded, 1/2in",,,,,Gin,,
304762,237,8/6/2016 9:18 AM,,,,,,,,Loan Return,,,4935.0,Drill Bit & Screwdriver Set,,,,,Gin,,
304762,237,8/6/2016 9:18 AM,,,,,,,,Check Out (Renewal),,,4935.0,Drill Bit & Screwdriver Set,,,,,Gin,,Renewal
304762,237,8/6/2016 9:18 AM,,,,,,,,Check Out (Renewal),,,670.0,"Drill, Corded, 1/2in",,,,,Gin,,Renewal
304762,237,8/6/2016 9:18 AM,,,,,,,,Check Out (Renewal),,,4543.0,Stud Finder,,,,,Gin,,Renewal
304762,237,8/6/2016 9:18 AM,,,,,,,,Check Out (Renewal),,,4405.0,Extension Cord,,,,,Gin,,Renewal
304762,237,8/6/2016 9:18 AM,Cash,,,,,,,,,,,,,,,,,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,4695.0,Table,,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,175.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,172.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,167.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,173.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,170.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,165.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,4821.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,4820.0,"Folding Chair, Metal",,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,5004.0,Table,,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,5005.0,Table,,,,,Gin,,
304843,216,8/6/2016 10:09 AM,,,,,,,,Check Out,,,5006.0,Table,,,,,Gin,,
304843,216,8/6/2016 10:09 AM,Cash,,,,,,,,,,,,,,,,,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,4822.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,178.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,174.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,169.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,168.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,179.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,166.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,,,,,,,,Check Out,,,171.0,"Folding Chair, Metal",,,,,Gin,,
304916,216,8/6/2016 10:44 AM,Cash,,,,,,,,,,,,,,,,,,
305353,258,8/6/2016 9:45 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Kat,,
305353,258,8/6/2016 9:45 PM,Cash,,,,,,,,,,,,,,,,,,
305562,259,8/7/2016 12:27 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jud,,
305562,259,8/7/2016 12:27 PM,Cash,,,,,,,,,,,,,,,,,,
305636,260,8/7/2016 2:00 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,dos,,
305636,260,8/7/2016 2:00 PM,Cash,,,,,,,,,,,,,,,,,,
305758,261,8/7/2016 4:19 PM,,,,,20.0,20.0,20.0,Membership Fee,,20.0,,,regular,,,,tus,,
305758,261,8/7/2016 4:19 PM,Cash,20.00,,,20.0,20.0,20.0,,,,,,,,,,,,
305772,262,8/7/2016 4:28 PM,,,,,40.0,40.0,40.0,Membership Fee,,40.0,,,regular,,,,tus,,
305772,262,8/7/2016 4:28 PM,PayPal (external),40.00,,,40.0,40.0,40.0,,,,,,,,,,,,
