Member ID,Confirmed?,Sex,Age,Member Created (M/D/YYYY),Start of first full membership (M/D/YYYY),Current Membership Type,"Latest Membership Change (request, upgrade, renewal, cancellation...) (M/D/YYYY)",Current Membership Expiration (M/D/YYYY),Renews Automatically,Automatically Pay Statements,User Note,User Warning,Opening Balance,Opening Balance Date (M/D/YYYY),Household Type,"Single, non-elderly",Elderly,Single Parent,Two Parents,Female Head of Household,Household income range,Household income range Value,Ethnicity,American Indian or Alaskan Native,Asian,Black or African American,Hispanic,White,Native Hawaiian or Pacific Islander,Other,Number of disabled people in household,Renter/Homeowner,Renter/Homeowner Value,Household Size
3334,True,,22.0,9/23/2021,9/25/2021,regular,9/25/2021,9/25/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3173,False,,25.0,6/1/2021,,Request_CheckIDAddressPhoneDOB,6/1/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1672,True,,,8/27/2018,,Request_CheckIDAddressPhoneDOB,8/27/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
279,False,,40.0,8/14/2016,8/14/2016,regular,8/14/2016,8/14/2017,False,False,,,,,['1'],Y,,,,,5.0,Extremely High,['5'],,,,,Y,,,0,0.0,Renter,1.0
356,False,,31.0,10/16/2016,,Request_CheckIDAddressPhoneDOB,10/16/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2942,False,,24.0,8/28/2020,,Request_CheckIDAddressPhoneDOB,8/27/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1118,True,,41.0,12/17/2017,12/17/2017,ExtremelyOverdueItems,3/3/2019,,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren 434	ladder	
6492	Staple Gun",,,[],,,,,,,,[],,,,,,,,,,,
3250,True,,26.0,7/28/2021,7/31/2021,regular,7/31/2021,7/31/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
624,False,male,35.0,4/26/2017,4/26/2017,regular,2/19/2021,2/19/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
568,False,male,71.0,3/27/2017,3/26/2017,regular,4/14/2018,3/26/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,0,1.0,Homeowner,1.0
phildoholic,True,,,2/27/2020,2/26/2020,regular,2/26/2020,2/27/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2479,True,female,2.0,9/22/2019,9/22/2019,regular,10/17/2020,9/22/2021,False,False,,,,,[],,,,,,1.0,Extremely Low,['5'],,,,,Y,,,0,0.0,Renter,-2.0
955,False,male,50.0,9/13/2017,9/13/2017,regular,9/13/2017,9/13/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1077,False,,,11/27/2017,11/26/2017,regular,11/26/2017,11/26/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1478,True,,,6/7/2018,6/6/2018,regular,9/19/2020,9/19/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2415,True,,,8/28/2019,,Request_CheckIDAddressPhoneDOB,8/28/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1049,True,male,23.0,11/1/2017,,Request_CheckIDAddressPhoneDOB,11/1/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1208,False,male,30.0,2/10/2018,2/10/2018,regular,2/10/2018,2/11/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,2.0
1056,True,,,11/9/2017,,Request_CheckIDAddressPhoneDOB,11/9/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
156,False,male,35.0,5/15/2016,5/15/2016,regular,8/7/2019,5/15/2020,False,False,There are two accounts for Edir because of a partial app form. We now have a full form filled out on file. Both accounts are active and can either can be used.,,,,[],,,,,,,,[],,,,,,,,,,,
178,True,male,35.0,6/5/2016,,Request_CheckIDAddressPhoneDOB,6/5/2016,,False,False,There are two accounts for Edir because of a partial app form. We now have a full form filled out on file. Both accounts are active and can either can be used.,use other account  EDIRGL17,,,[],,,,,,,,[],,,,,,,,,,,
1277,True,female,31.0,3/18/2018,4/7/2018,regular,4/7/2018,4/7/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2501,True,,,9/29/2019,9/29/2019,regular,9/29/2019,9/29/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
628,False,,,4/27/2017,,Request_CheckIDAddressPhoneDOB,4/27/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1666,False,male,27.0,8/26/2018,8/26/2018,regular,8/26/2018,8/26/2019,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,0,0.0,Renter,1.0
247,True,,29.0,7/22/2016,7/23/2016,regular,7/23/2016,7/23/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2421,True,female,46.0,8/29/2019,8/28/2019,regular,8/28/2019,8/28/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3521,True,other,30.0,1/23/2022,1/23/2022,regular,1/23/2022,1/23/2023,False,False,,,,,"['4', '5']",,,,Y,Y,2.0,Low,['5'],,,,,Y,,,1,0.0,Renter,3.0
1340,True,,,4/18/2018,,Request_CheckIDAddressPhoneDOB,4/18/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3342,True,,25.0,9/28/2021,,Request_CheckIDAddressPhoneDOB,9/28/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1845,False,male,26.0,12/2/2018,12/2/2018,regular,12/2/2018,12/3/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,2.0,Not Specified,
2317,True,,,7/20/2019,7/20/2019,regular,7/20/2019,7/20/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1554,True,,37.0,7/9/2018,7/8/2018,regular,7/8/2018,7/9/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,0,0.0,Renter,2.0
2972,False,,29.0,9/26/2020,,Request_CheckIDAddressPhoneDOB,9/26/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3427,True,,26.0,11/22/2021,11/21/2021,regular,11/21/2021,11/21/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2967,False,,27.0,9/23/2020,,Request_CheckIDAddressPhoneDOB,9/22/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
661,False,,,5/11/2017,5/20/2017,regular,5/20/2017,5/20/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1514,True,,,6/21/2018,6/30/2018,regular,6/30/2018,6/30/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2670,False,female,1972.0,12/28/2019,12/28/2019,regular,12/28/2019,12/28/2020,False,False,,Flashlight for set is on teh shelf behind desk. Please return to bag,,,['2'],,Y,,,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,
2093,True,,32.0,4/25/2019,,Request_CheckIDAddressPhoneDOB,4/24/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2269,False,male,25.0,6/29/2019,6/29/2019,regular,11/10/2021,11/10/2022,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,,,
240,False,,,7/16/2016,7/16/2016,regular,9/25/2021,9/25/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1212,True,,34.0,2/12/2018,2/11/2018,regular,2/11/2018,2/12/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
567,False,male,32.0,3/27/2017,3/26/2017,regular,3/26/2017,3/26/2018,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,0.0,Renter,
2022,False,,,3/25/2019,,Request_CheckIDAddressPhoneDOB,3/25/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2528,True,female,25.0,10/9/2019,10/8/2019,regular,10/8/2019,10/8/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3474,True,,39.0,12/28/2021,,Request_CheckIDAddressPhoneDOB,12/27/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1177,True,male,27.0,1/22/2018,1/21/2018,regular,1/21/2018,1/22/2019,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,,0.0,Renter,
2681,True,,34.0,12/31/2019,,Request_CheckIDAddressPhoneDOB,12/31/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
388,True,,57.0,11/4/2016,11/5/2016,regular,11/5/2016,11/5/2017,False,False,,,,,,,,,,,,,,,,,,,,,,,,
811,True,female,31.0,7/22/2017,7/22/2017,regular,7/28/2019,7/22/2020,False,False,,,,,['1'],Y,,,,,1.0,Extremely Low,['5'],,,,,Y,,,0,0.0,Renter,1.0
2147,True,male,33.0,5/14/2019,5/13/2019,regular,5/13/2019,5/13/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
399,True,,,11/13/2016,,Request_CheckIDAddressPhoneDOB,11/13/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2298,False,,45.0,7/10/2019,7/9/2019,regular,7/9/2019,7/9/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1569,False,,,7/15/2018,7/15/2018,regular,7/15/2018,7/15/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3321,True,,26.0,9/15/2021,10/19/2021,regular,10/19/2021,10/19/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2574,True,,,11/1/2019,11/25/2019,regular,11/25/2019,11/25/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
977,False,male,33.0,9/24/2017,9/24/2017,regular,9/24/2017,9/24/2018,False,False,,,,,[],,,,,,3.0,Moderate,['5'],,,,,Y,,,0,0.0,Renter,2.0
1637,False,,,8/15/2018,,Request_CheckIDAddressPhoneDOB,8/15/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2432,False,,,9/4/2019,9/3/2019,regular,9/3/2019,9/3/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
263,False,female,34.0,8/7/2016,8/7/2016,regular,6/2/2018,8/7/2018,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,3.0
1599,False,,30.0,7/29/2018,7/29/2018,regular,7/29/2018,7/29/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,1.0,Homeowner,
1642,True,,49.0,8/16/2018,8/15/2018,regular,12/7/2019,12/7/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1759,False,male,34.0,10/8/2018,10/7/2018,regular,10/7/2018,10/8/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3589,False,male,21.0,3/5/2022,3/5/2022,regular,3/5/2022,3/5/2023,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,0,0.0,Renter,1.0
2555,False,female,33.0,10/20/2019,10/20/2019,regular,10/20/2019,10/20/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1829,True,male,21.0,11/22/2018,11/21/2018,regular,11/21/2018,11/21/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1615,True,male,43.0,8/5/2018,9/16/2018,regular,9/16/2018,9/16/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1663,True,would rather not say,,8/25/2018,8/25/2018,regular,8/25/2018,8/25/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1904,True,,,1/17/2019,1/16/2019,regular,1/16/2019,1/17/2020,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,0,0.0,Renter,2.0
1527,True,would rather not say,50.0,6/27/2018,7/11/2018,regular,7/1/2019,7/11/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1536,False,,,6/30/2018,,Request_CheckIDAddressPhoneDOB,6/30/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3072,True,,71.0,3/10/2021,3/13/2021,regular,3/13/2021,3/13/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1061,True,male,36.0,11/15/2017,11/22/2017,regular,11/22/2017,11/22/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2011,True,,35.0,3/22/2019,6/22/2019,regular,6/22/2019,6/22/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2079,True,,25.0,4/18/2019,4/17/2019,regular,6/12/2021,6/12/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2096,False,,,4/26/2019,,Request_CheckIDAddressPhoneDOB,4/26/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3372,True,,34.0,10/16/2021,10/27/2021,regular,10/27/2021,10/27/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3484,False,,27.0,1/5/2022,1/4/2022,regular,1/4/2022,1/4/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
866,False,,,8/11/2017,,Request_CheckIDAddressPhoneDOB,8/10/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2126,True,,,5/6/2019,5/6/2019,regular,5/6/2019,5/6/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1326,True,,,4/11/2018,4/11/2018,regular,4/11/2018,4/11/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1113,False,female,,12/14/2017,,Request_CheckIDAddressPhoneDOB,12/13/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1487,False,,27.0,6/10/2018,6/10/2018,regular,6/10/2018,6/10/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1333,True,,,4/14/2018,4/14/2018,regular,4/14/2018,4/14/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1862,False,male,31.0,12/20/2018,,Request_CheckIDAddressPhoneDOB,12/19/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2629,True,,,11/25/2019,,Request_CheckIDAddressPhoneDOB,11/25/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2174,True,female,39.0,5/22/2019,6/16/2019,regular,6/16/2019,6/16/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
86,False,female,44.0,1/17/2016,,Request_CheckIDAddressPhoneDOB,1/16/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1700,False,,30.0,9/9/2018,9/9/2018,regular,9/9/2018,9/9/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3586,True,,32.0,3/3/2022,3/5/2022,regular,3/5/2022,3/5/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1115,False,male,,12/16/2017,12/17/2017,regular,12/17/2017,12/17/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2452,False,,,9/13/2019,,Request_CheckIDAddressPhoneDOB,9/13/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
852,False,male,64.0,8/6/2017,,Request_CheckIDAddressPhoneDOB,8/5/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1931,True,male,32.0,2/3/2019,,Request_CheckIDAddressPhoneDOB,2/3/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2018,True,,30.0,3/24/2019,,Request_CheckIDAddressPhoneDOB,3/24/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
779,True,,,7/11/2017,,Request_CheckIDAddressPhoneDOB,7/11/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2694,True,,38.0,1/7/2020,1/6/2020,regular,1/6/2020,1/6/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1549,True,,,7/8/2018,,Request_CheckIDAddressPhoneDOB,7/8/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1669,False,male,37.0,8/27/2018,8/26/2018,ExtremelyOverdueItems,3/3/2019,,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren  6195	screwdriver, flathead	
34	sander",,,['1'],Y,,,,,3.0,Moderate,"['4', '5']",,,,Y,Y,,,,0.0,Renter,3.0
2164,True,male,3.0,5/18/2019,5/18/2019,regular,5/28/2020,5/18/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
763,False,,,6/27/2017,,Request_CheckIDAddressPhoneDOB,6/26/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1775,False,male,33.0,10/22/2018,10/21/2018,regular,2/5/2022,2/6/2022,False,False,"Patron was emailed February 6th, 2019 regarding overdue items. - Maren","Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

4935	Drill bit & screwdriver set	
672	drill, corded",,,[],,,,,,,,[],,,,,,,,,,,
814,True,male,33.0,7/23/2017,7/23/2017,regular,8/11/2018,7/23/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1741,True,male,,9/26/2018,9/26/2018,regular,11/23/2019,11/23/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1393,True,male,34.0,5/5/2018,5/5/2018,regular,5/5/2018,5/5/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1545,True,,,7/7/2018,7/7/2018,regular,7/11/2020,7/7/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2314,True,,,7/18/2019,7/17/2019,regular,7/17/2019,7/17/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3481,True,,33.0,1/3/2022,1/2/2022,regular,1/2/2022,1/2/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1576,False,,,7/18/2018,7/17/2018,ExtremelyOverdueItems,2/22/2019,,False,False,Patron was emailed 01/30/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

5054	drill, cordless	
7001	cultivator",,,[],,,,,,,,[],,,,,,,,,,,
1385,True,female,3.0,5/3/2018,5/2/2018,regular,5/2/2018,5/2/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2113,True,,,5/2/2019,,Request_CheckIDAddressPhoneDOB,5/1/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1815,True,would rather not say,39.0,11/15/2018,11/14/2018,regular,11/14/2018,11/14/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
303,False,male,32.0,9/3/2016,9/3/2016,regular,9/3/2016,9/3/2017,False,False,,,,,['4'],,,,Y,,3.0,Moderate,['5'],,,,,Y,,,0,0.0,Renter,2.0
2560,False,,,10/24/2019,10/23/2019,regular,10/23/2019,10/24/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1138,True,,29.0,1/6/2018,1/14/2018,regular,1/14/2018,1/14/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2276,True,male,51.0,7/1/2019,,Request_CheckIDAddressPhoneDOB,7/1/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
962,True,,,9/15/2017,,Request_CheckIDAddressPhoneDOB,9/15/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2692,False,,25.0,1/6/2020,1/5/2020,regular,1/5/2020,1/5/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
242,False,,35.0,7/17/2016,7/17/2016,regular,7/17/2016,7/17/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3635,False,,33.0,4/4/2022,4/3/2022,regular,4/3/2022,4/3/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2294,False,,,7/9/2019,7/8/2019,regular,8/22/2020,8/22/2021,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2938,False,,29.0,8/21/2020,8/22/2020,regular,8/22/2020,8/22/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3134,True,,34.0,5/1/2021,5/1/2021,regular,5/1/2021,5/1/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
889,False,,,8/19/2017,8/19/2017,regular,11/10/2018,8/19/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1633,True,,,8/13/2018,8/12/2018,regular,8/12/2018,8/12/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
120,False,,,4/30/2016,10/12/2016,regular,10/12/2016,10/12/2017,False,False,Lost titanium drill bits (#230). Will return after extended travel or donate funds to replace.,Needs to fill out membership form (back of his waiver form) - partial application forms are in the right drawer of the main desk.,,,[],,,,,,,,[],,,,,,,,,,,
1040,True,female,33.0,10/28/2017,11/8/2017,regular,1/22/2022,1/22/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
910,True,,,8/30/2017,,Request_CheckIDAddressPhoneDOB,8/30/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
102,True,male,40.0,4/11/2016,,Request_CheckIDAddressPhoneDOB,4/11/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3117,True,,53.0,4/13/2021,,Request_CheckIDAddressPhoneDOB,4/12/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
504,False,,30.0,2/4/2017,2/4/2017,regular,2/4/2017,2/4/2018,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,0.0,Renter,2.0
2331,True,female,43.0,7/23/2019,7/29/2019,regular,7/27/2021,7/27/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2648,False,,26.0,12/8/2019,12/8/2019,regular,12/8/2019,12/8/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3535,True,,24.0,1/31/2022,1/30/2022,regular,1/30/2022,1/30/2023,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,,0.0,Renter,
93,True,female,66.0,2/20/2016,,Request_CheckIDAddressPhoneDOB,2/20/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
758,False,,,6/23/2017,,Request_CheckIDAddressPhoneDOB,6/22/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2509,True,,,10/4/2019,10/5/2019,regular,10/5/2019,10/5/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2539,False,male,15.0,10/13/2019,10/13/2019,regular,10/13/2019,10/13/2020,False,False,"Under 18, must be accompanied by a guardian (came with Roger)",,,,,,,,,,,,,,,,,,,,,,,
3009,True,,35.0,10/31/2020,10/31/2020,regular,10/31/2020,10/31/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
903,True,male,36.0,8/25/2017,8/26/2017,regular,8/26/2017,8/26/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2802,True,,30.0,2/26/2020,2/26/2020,regular,2/26/2020,2/26/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
566,True,male,40.0,3/25/2017,3/25/2017,regular,3/25/2018,3/25/2019,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,0,1.0,Homeowner,1.0
929,True,,,9/6/2017,9/6/2017,regular,9/6/2017,9/6/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1687,False,,,9/6/2018,9/5/2018,regular,9/5/2018,9/5/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2521,True,,25.0,10/7/2019,10/6/2019,regular,2/20/2021,2/20/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
509,True,male,41.0,2/8/2017,2/8/2017,regular,2/8/2017,2/8/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
61,True,female,30.0,10/13/2015,,Request_CheckIDAddressPhoneDOB,10/13/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
546,False,,,3/13/2017,,Request_CheckIDAddressPhoneDOB,3/12/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
521,False,male,30.0,2/22/2017,8/12/2017,regular,8/12/2017,8/12/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1917,False,male,,1/26/2019,1/26/2019,regular,7/13/2019,7/13/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,,,
959,False,,,9/13/2017,9/13/2017,regular,9/13/2017,9/13/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1086,True,,,12/1/2017,12/2/2017,regular,12/2/2017,12/2/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3406,False,,31.0,11/6/2021,11/6/2021,regular,11/6/2021,11/6/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1652,False,,,8/20/2018,8/19/2018,regular,10/20/2019,9/12/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
785,True,male,31.0,7/13/2017,7/12/2017,regular,11/28/2021,11/28/2023,False,False,,,,,,,,,,,,,,,,,,,,,,,,
788,True,,31.0,7/13/2017,7/19/2017,regular,10/23/2019,7/19/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2230,True,,,6/13/2019,,Request_CheckIDAddressPhoneDOB,6/13/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1411,True,male,69.0,5/14/2018,12/6/2018,regular,12/6/2018,12/6/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3466,True,,71.0,12/18/2021,12/18/2021,regular,12/18/2021,12/18/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1698,False,,41.0,9/9/2018,9/9/2018,regular,9/9/2018,9/9/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2014,True,,,3/23/2019,3/23/2019,regular,3/23/2019,3/23/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1784,False,,,10/25/2018,,Request_CheckIDAddressPhoneDOB,10/24/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1349,False,,,4/23/2018,4/22/2018,regular,4/22/2018,4/22/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3064,True,,30.0,3/3/2021,3/6/2021,regular,3/6/2021,3/6/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3305,True,,30.0,9/5/2021,9/8/2021,regular,9/8/2021,9/8/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3332,False,,26.0,9/22/2021,,Request_CheckIDAddressPhoneDOB,9/21/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
715,False,,,6/3/2017,5/26/2019,regular,10/31/2020,10/31/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
876,False,male,36.0,8/14/2017,1/6/2018,regular,1/6/2018,1/6/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1267,False,female,24.0,3/12/2018,3/11/2018,regular,3/11/2018,3/12/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1490,True,,,6/13/2018,6/13/2018,regular,6/13/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2081,True,,,4/19/2019,,Request_CheckIDAddressPhoneDOB,4/19/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
